TransectID,Meter,SampleID,LongestBladeLength.mm,LongestBladeWidth.mm,SheathLength.mm,3rd.BladeLength.mm,3rd.BladeWidth.mm,DiseasePrevalence,GrazingScars,BrokenTip,TinMass.Epibiont.g,TinAndEpibiontDryMass.g,EpibiontDryMass.g,BladeArea.cm2
2019-07-18_WA_C_U3,m20,2019-07-18_WA_C_U3_m20,771,6,235,,,1,,N,1.8046,1.8353,0.0307,This cell will autocalculate
2019-07-18_WA_C_L4,m4,2019-07-18_WA_C_L4_m4,1026,8,225,,,1,,Y,2.0298,2.0723,0.0425,This cell will autocalculate
2019-07-18_WA_C_L4,m8,2019-07-18_WA_C_L4_m8,893,6,195,,,1,,N,1.7381,1.7614,0.0233,This cell will autocalculate
2019-07-18_WA_C_L4,m12,2019-07-18_WA_C_L4_m12,499,6.5,151,,,1,,Y,1.6633,1.6903,0.027,This cell will autocalculate
2019-07-18_WA_C_L4,m16,2019-07-18_WA_C_L4_m16,696,7,135,,,1,,N,2.0773,2.1267,0.0494,This cell will autocalculate
2019-07-18_WA_C_L4,m20,2019-07-18_WA_C_L4_m20,,,,,,,,,,,This cell will autocalculate,This cell will autocalculate
2019-07-18_WA_C_L5,m4,2019-07-18_WA_C_L5_m4,729,7,149,,,1,,N,1.7898,1.8227,0.0329,This cell will autocalculate
2019-07-18_WA_C_L5,m8,2019-07-18_WA_C_L5_m8,837,7,164,,,1,,Y,1.8842,1.9339,0.0497,This cell will autocalculate
2019-07-18_WA_C_L5,m12,2019-07-18_WA_C_L5_m12,676,7,151,,,1,,N,1.8628,1.9411,0.0783,This cell will autocalculate
2019-07-18_WA_C_L5,m16,2019-07-18_WA_C_L5_m16,665,8,158,,,1,,Y,1.7452,1.7605,0.0153,This cell will autocalculate
2019-07-18_WA_C_L5,m20,2019-07-18_WA_C_L5_m20,821,8,256,,,1,,N,1.7632,1.8005,0.0373,This cell will autocalculate
2019-07-18_WA_C_L6,m4,2019-07-18_WA_C_L6_m4,1341,9,278,,,1,,N,1.8101,1.8675,0.0574,This cell will autocalculate
2019-07-18_WA_C_L6,m8,2019-07-18_WA_C_L6_m8,705,7,175,,,1,,Y,1.79,1.8231,0.0331,This cell will autocalculate
2019-07-18_WA_C_L6,m12,2019-07-18_WA_C_L6_m12,850,7,173,,,1,,N,1.863,1.9293,0.0663,This cell will autocalculate
2019-07-18_WA_C_L6,m16,2019-07-18_WA_C_L6_m16,1015,8,232,,,1,,Y,1.9321,1.9938,0.0617,This cell will autocalculate
2019-07-18_WA_C_L6,m20,2019-07-18_WA_C_L6_m20,1080,8,225,,,1,,N,2.0109,2.1008,0.0899,This cell will autocalculate
2019-07-29_WA_D_U1,m4,2019-07-29_WA_D_U1_m4,734,7,140,,,,,N,1.6377,1.6813,0.0436,This cell will autocalculate
2019-07-29_WA_D_U1,m8,2019-07-29_WA_D_U1_m8,470,6,115,,,,,Y,1.6401,1.6749,0.0348,This cell will autocalculate
2019-07-29_WA_D_U1,m12,2019-07-29_WA_D_U1_m12,580,6,120,,,,,N,1.689,1.7657,0.0767,This cell will autocalculate
2019-07-29_WA_D_U1,m16,2019-07-29_WA_D_U1_m16,665,6,148,461,4,1,,N,1.8781,1.9126,0.0345,18.44
2019-07-29_WA_D_U1,m20,2019-07-29_WA_D_U1_m20,749,5,140,535,4,1,,Y,1.7472,1.8179,0.0707,21.4
2019-07-29_WA_D_U2,m4,2019-07-29_WA_D_U2_m4,552,6,130,331,4,1,,Y,1.7985,1.8101,0.0116,13.24
2019-07-29_WA_D_U2,m8,2019-07-29_WA_D_U2_m8,501,5,60,430,4,1,,Y,1.7932,1.8278,0.0346,17.2
2019-07-29_WA_D_U2,m12,2019-07-29_WA_D_U2_m12,471,5,94,375,5,1,,N,1.6859,1.6938,0.0079,18.75
2019-07-29_WA_D_U2,m16,2019-07-29_WA_D_U2_m16,715,6,170,281,4,1,,Y,1.7384,1.7527,0.0143,11.24
2019-07-29_WA_D_U2,m20,2019-07-29_WA_D_U2_m20,587,5,78,518,4,1,,N,1.7957,1.8279,0.0322,20.72
2019-07-29_WA_D_U3,m4,2019-07-29_WA_D_U3_m4,382,5,103,288,5,1,,Y,1.749,1.8359,0.0869,14.4
2019-07-29_WA_D_U3,m8,2019-07-29_WA_D_U3_m8,670,6,495,490,6,1,,N,1.972,2.1286,0.1566,29.4
2019-07-29_WA_D_U3,m12,2019-07-29_WA_D_U3_m12,615,5,531,530,5,1,,N,2.0447,2.1257,0.081,26.5
2019-07-29_WA_D_U3,m16,2019-07-29_WA_D_U3_m16,560,6,119,,,1,,Y,1.659,1.6807,0.0217,This cell will autocalculate
2019-07-29_WA_D_U3,m20,2019-07-29_WA_D_U3_m20,687,6,164,,,,,N,1.6573,1.6743,0.017,This cell will autocalculate
2019-07-29_WA_D_L4,m4,2019-07-29_WA_D_L4_m4,1020,7,190,581,6.5,1,,Y,1.9156,1.9476,0.032,37.765
2019-07-29_WA_D_L4,m8,2019-07-29_WA_D_L4_m8,271,3,69,184,3.5,0,,N,1.6131,1.6421,0.029,6.44
2019-07-29_WA_D_L4,m12,2019-07-29_WA_D_L4_m12,943,7,175,771,7,1,,Y,1.7559,1.8121,0.0562,53.97
2019-07-29_WA_D_L4,m16,2019-07-29_WA_D_L4_m16,519,5,92,431,5,1,,Y,1.5542,1.7007,0.1465,21.55
2019-07-29_WA_D_L4,m20,2019-07-29_WA_D_L4_m20,875,6,201,177,6.5,1,,N,2.1906,2.3974,0.2068,11.505
2019-07-29_WA_D_L5,m4,2019-07-29_WA_D_L5_m4,800,6,48,653,6,1,,N,1.7705,1.9315,0.161,39.18
2019-07-29_WA_D_L5,m8,2019-07-29_WA_D_L5_m8,1020,8,195,829,8,1,,N,1.8353,1.9009,0.0656,66.32
2019-07-29_WA_D_L5,m12,2019-07-29_WA_D_L5_m12,695,5,149,545,5,1,,Y,1.7132,1.7793,0.0661,27.25
2019-07-29_WA_D_L5,m16,2019-07-29_WA_D_L5_m16,652,4,126,526,4,1,,N,1.7087,1.7538,0.0451,21.04
2019-07-29_WA_D_L5,m20,2019-07-29_WA_D_L5_m20,644,6,132,426,6,,,Y,1.962,2.0112,0.0492,25.56
2019-07-29_WA_D_L6,m4,2019-07-29_WA_D_L6_m4,832,6,175,,,1,,Y,1.69,1.7883,0.0983,This cell will autocalculate
2019-07-29_WA_D_L6,m8,2019-07-29_WA_D_L6_m8,858,7,176,,,1,,Y,2.0369,2.1225,0.0856,This cell will autocalculate
2019-07-29_WA_D_L6,m12,2019-07-29_WA_D_L6_m12,728,6,148,,,,,,2.0521,2.1712,0.1191,This cell will autocalculate
2019-07-29_WA_D_L6,m16,2019-07-29_WA_D_L6_m16,800,6,163,,,,,,1.7914,1.8832,0.0918,This cell will autocalculate
2019-07-29_WA_D_L6,m20,2019-07-29_WA_D_L6_m20,594,5,112,,,,,,1.7824,1.9697,0.1873,This cell will autocalculate
2019-07-30_WA_E_U1,m4,2019-07-30_WA_E_U1_m4,899,9,221,,,1,,N,2.2443,2.3242,0.0799,This cell will autocalculate
2019-07-30_WA_E_U1,m8,2019-07-30_WA_E_U1_m8,539,5,85,,,1,,N,2.2712,2.2909,0.0197,This cell will autocalculate
2019-07-30_WA_E_U1,m12,2019-07-30_WA_E_U1_m12,665,8,130,,,1,,N,2.2545,2.297,0.0425,This cell will autocalculate
2019-07-30_WA_E_U1,m16,2019-07-30_WA_E_U1_m16,590,8,145,,,0,,N,2.2374,2.2602,0.0228,This cell will autocalculate
2019-07-30_WA_E_U1,m20,2019-07-30_WA_E_U1_m20,723,7,150,,,1,,N,2.2411,2.2769,0.0358,This cell will autocalculate
2019-07-30_WA_E_U2,m4,2019-07-30_WA_E_U2_m4,720,9,142,,,1,,N,2.2561,2.2783,0.0222,This cell will autocalculate
2019-07-30_WA_E_U2,m8,2019-07-30_WA_E_U2_m8,501,7,100,,,1,,N,2.2267,2.2548,0.0281,This cell will autocalculate
2019-07-30_WA_E_U2,m12,2019-07-30_WA_E_U2_m12,415,7,80,,,0,,Y,2.2751,2.2891,0.014,This cell will autocalculate
2019-07-30_WA_E_U2,m16,2019-07-30_WA_E_U2_m16,568,9,127,,,1,,N,2.2552,2.3052,0.05,This cell will autocalculate
2019-07-30_WA_E_U2,m20,2019-07-30_WA_E_U2_m20,1168,11,172,,,1,,N,2.2393,2.2969,0.0576,This cell will autocalculate
2019-07-30_WA_E_U3,m4,2019-07-30_WA_E_U3_m4,580,8,150,,,0,,N,2.2439,2.2919,0.048,This cell will autocalculate
2019-07-30_WA_E_U3,m8,2019-07-30_WA_E_U3_m8,810,9,164,,,1,,N,2.2542,2.295,0.0408,This cell will autocalculate
2019-07-30_WA_E_U3,m12,2019-07-30_WA_E_U3_m12,455,9,123,,,0,,N,2.2417,2.275,0.0333,This cell will autocalculate
2019-07-30_WA_E_U3,m16,2019-07-30_WA_E_U3_m16,632,10,150,,,1,,N,1.62,1.6735,0.0535,This cell will autocalculate
2019-07-30_WA_E_U3,m20,2019-07-30_WA_E_U3_m20,612,8,124,,,1,,N,1.5717,1.6421,0.0704,This cell will autocalculate
2019-07-30_WA_E_L4,m4,2019-07-30_WA_E_L4_m4,1254,11,268,,,,,,1.8076,1.9177,0.1101,This cell will autocalculate
2019-07-30_WA_E_L4,m8,2019-07-30_WA_E_L4_m8,1715,12,327,,,,,,1.777,1.8619,0.0849,This cell will autocalculate
2019-07-30_WA_E_L4,m12,2019-07-30_WA_E_L4_m12,1251,10.5,281,,,,,,1.8509,1.956,0.1051,This cell will autocalculate
2019-07-30_WA_E_L4,m16,2019-07-30_WA_E_L4_m16,1226,11,244,,,,,,1.7135,1.7588,0.0453,This cell will autocalculate
2019-07-30_WA_E_L4,m20,2019-07-30_WA_E_L4_m20,1100,9,248,,,,,,1.8989,1.9672,0.0683,This cell will autocalculate
2019-07-30_WA_E_L5,m4,2019-07-30_WA_E_L5_m4,1218,11,260,,,1,Y,,1.6965,1.7692,0.0727,This cell will autocalculate
2019-07-30_WA_E_L5,m8,2019-07-30_WA_E_L5_m8,1521,11,269,,,1,N,,1.7996,1.9073,0.1077,This cell will autocalculate
2019-07-30_WA_E_L5,m12,2019-07-30_WA_E_L5_m12,1213,9,260,,,1,N,,1.8795,2.0223,0.1428,This cell will autocalculate
2019-07-30_WA_E_L5,m16,2019-07-30_WA_E_L5_m16,1356,9,224,,,1,N,,1.8586,2.1926,0.334,This cell will autocalculate
2019-07-30_WA_E_L5,m20,2019-07-30_WA_E_L5_m20,793,10,262,,,,,,2.0054,2.0654,0.06,This cell will autocalculate
2019-07-30_WA_E_L6,m4,2019-07-30_WA_E_L6_m4,1331,9,270,,,1,N,,2.1093,2.2504,0.1411,This cell will autocalculate
2019-07-30_WA_E_L6,m8,2019-07-30_WA_E_L6_m8,1009,9,210,,,1,N,,2.1973,2.334,0.1367,This cell will autocalculate
2019-07-30_WA_E_L6,m12,2019-07-30_WA_E_L6_m12,940,7,190,,,1,N,,1.9295,1.9765,0.047,This cell will autocalculate
2019-07-30_WA_E_L6,m16,2019-07-30_WA_E_L6_m16,1210,10,185,,,1,N,,1.8972,2.0024,0.1052,This cell will autocalculate
2019-07-30_WA_E_L6,m20,2019-07-30_WA_E_L6_m20,,,,,,1,Y,,1.8578,1.9485,0.0907,This cell will autocalculate
2019-07-02_OR_A_U1,m4,2019-07-02_OR_A_U1_m4,984,8,228,429,8,,N,N ,,,0.102,34.32
2019-07-02_OR_A_U1,m8,2019-07-02_OR_A_U1_m8,1221,8,250,531,8.5,,N,N,,,0.103,45.135
2019-07-02_OR_A_U1,m12,2019-07-02_OR_A_U1_m12,846,8,235,453,8.5,,N,N,,,0.0858,38.505
2019-07-02_OR_A_U1,m16,2019-07-02_OR_A_U1_m16,761,9,218,361,8.5,,N,N,,,0.0668,30.685
2019-07-02_OR_A_U1,m20,2019-07-02_OR_A_U1_m20,681,8,260,678,8.5,,Y,N,,,0.1534,57.63
2019-07-02_OR_A_U2,m4,2019-07-02_OR_A_U2_m4,556,6,182,550,7,,Y,N ,,,0.2199,38.5
2019-07-02_OR_A_U2,m8,2019-07-02_OR_A_U2_m8,730,7,166,451,7,,N,N,,,0.0917,31.57
2019-07-02_OR_A_U2,m12,2019-07-02_OR_A_U2_m12,786,8,168,555,9,,N,N,,,0.114,49.95
2019-07-02_OR_A_U2,m16,2019-07-02_OR_A_U2_m16,495,7,167,503,8,,Y,Y,,,0.1016,40.24
2019-07-02_OR_A_U2,m20,2019-07-02_OR_A_U2_m20,801,8,194,399,9,,N,N,,,0.0929,35.91
2019-07-02_OR_A_U3,m4,2019-07-02_OR_A_U3_m4,738,8,155,412,7.5,,N,N ,,,0.0799,30.9
2019-07-02_OR_A_U3,m8,2019-07-02_OR_A_U3_m8,427,6,166,433,6,,Y,N,,,0.2001,25.98
2019-07-02_OR_A_U3,m12,2019-07-02_OR_A_U3_m12,539,6,170,544,7,,Y,N,,,0.1122,38.08
2019-07-02_OR_A_U3,m16,2019-07-02_OR_A_U3_m16,728,8,280,617,8,,N,N,,,0.1158,49.36
2019-07-02_OR_A_U3,m20,2019-07-02_OR_A_U3_m20,751,9,198,450,9,,N,N,,,0.0829,40.5
2019-07-02_OR_A_L4,m4,2019-07-02_OR_A_L4_m4,1708,10,394,1402,10,,N,N ,,,0.773,140.2
2019-07-02_OR_A_L4,m8,2019-07-02_OR_A_L4_m8,1338,8,426,752,9,,N,N,,,0.173,67.68
2019-07-02_OR_A_L4,m12,2019-07-02_OR_A_L4_m12,1594,9,355,1602,8.5,,N,N,,,0.734,136.17
2019-07-02_OR_A_L4,m16,2019-07-02_OR_A_L4_m16,1247,7,364,650,8.5,,N,N,,,0.127,55.25
2019-07-02_OR_A_L4,m20,2019-07-02_OR_A_L4_m20,1436,9,444,1324,9,,N,N,,,0.573,119.16
2019-07-02_OR_A_L5,m4,2019-07-02_OR_A_L5_m4,1466,10,369,780,10,,N,N ,,,0.206,78
2019-07-02_OR_A_L5,m8,2019-07-02_OR_A_L5_m8,1298,9,282,591,9,,N,N,,,0.137,53.19
2019-07-02_OR_A_L5,m12,2019-07-02_OR_A_L5_m12,1517,8,354,1320,8,,N,Y,,,0.548,105.6
2019-07-02_OR_A_L5,m16,2019-07-02_OR_A_L5_m16,1788,10,427,1010,10,,N,N,,,0.301,101
2019-07-02_OR_A_L5,m20,2019-07-02_OR_A_L5_m20,1763,8,347,1280,8.5,,N,N,,,0.415,108.8
2019-07-02_OR_A_L6,m4,2019-07-02_OR_A_L6_m4,1405,9,374,946,10,,N,N ,,,0.307,94.6
2019-07-02_OR_A_L6,m8,2019-07-02_OR_A_L6_m8,1452,7,373,1053,8,,N,N,,,0.256,84.24
2019-07-02_OR_A_L6,m12,2019-07-02_OR_A_L6_m12,1576,9,396,1069,8,,N,N,,,0.445,85.52
2019-07-02_OR_A_L6,m16,2019-07-02_OR_A_L6_m16,1595,8,392,1200,9,,N,N,,,0.482,108
2019-07-02_OR_A_L6,m20,2019-07-02_OR_A_L6_m20,1570,8,418,766,6.1,,N,N,,,0.247,46.726
2019-07-06_OR_B_U1,m4,2019-07-06_OR_B_U1_m4,521,7,141,283,7.5,,N,N ,,,0.0433,21.225
2019-07-06_OR_B_U1,m8,2019-07-06_OR_B_U1_m8,605,6,146,488,7.5,,N,N,,,0.0688,36.6
2019-07-06_OR_B_U1,m12,2019-07-06_OR_B_U1_m12,719,7,150,279,8.5,,N,N,,,0.043,23.715
2019-07-06_OR_B_U1,m16,2019-07-06_OR_B_U1_m16,430,4,107,304,5,,N,N,,,0.035,15.2
2019-07-06_OR_B_U1,m20,2019-07-06_OR_B_U1_m20,530,6,149,257,7,,N,Y,,,0.034,17.99
2019-07-06_OR_B_U2,m4,2019-07-06_OR_B_U2_m4,712,8,208,710,9,,N,N ,,,0.182,63.9
2019-07-06_OR_B_U2,m8,2019-07-06_OR_B_U2_m8,942,9,199,556,10,,N,N,,,0.2185,55.6
2019-07-06_OR_B_U2,m12,2019-07-06_OR_B_U2_m12,751,8,149,375,9,,N,N,,,0.0774,33.75
2019-07-06_OR_B_U2,m16,2019-07-06_OR_B_U2_m16,447,6,133,331,7,,N,N,,,0.0407,23.17
2019-07-06_OR_B_U2,m20,2019-07-06_OR_B_U2_m20,715,8,166,428,9.5,,N,N,,,0.0793,40.66
2019-07-06_OR_B_U3,m4,2019-07-06_OR_B_U3_m4,605,6,126,321,7.5,,N,N ,,,0.063,24.075
2019-07-06_OR_B_U3,m8,2019-07-06_OR_B_U3_m8,586,6,133,587,9,,Y,N,,,0.1491,52.83
2019-07-06_OR_B_U3,m12,2019-07-06_OR_B_U3_m12,566,6,138,564,7.5,,N,N,,,0.1233,42.3
2019-07-06_OR_B_U3,m16,2019-07-06_OR_B_U3_m16,231,5,73,245,5.5,,N,Y,,,0.0315,13.475
2019-07-06_OR_B_U3,m20,2019-07-06_OR_B_U3_m20,231,5,52,171,5,,Y,N,,,0.0195,8.55
2019-07-06_OR_B_L4,m4,2019-07-06_OR_B_L4_m4,1812,9,430,1094,10,,N,N ,,,0.384,109.4
2019-07-06_OR_B_L4,m8,2019-07-06_OR_B_L4_m8,1457,9,359,1109,9,,N,N,,,0.2194,99.81
2019-07-06_OR_B_L4,m12,2019-07-06_OR_B_L4_m12,960,8,285,961,9,,N,N,,,0.2543,86.49
2019-07-06_OR_B_L4,m16,2019-07-06_OR_B_L4_m16,1541,8,319,1035,9,,N,N,,,0.2155,93.15
2019-07-06_OR_B_L4,m20,2019-07-06_OR_B_L4_m20,1843,9,406,1716,9.5,,N,N,,,0.7436,163.02
2019-07-06_OR_B_L5,m4,2019-07-06_OR_B_L5_m4,1843,9,482,1085,10,,N,N ,,,0.2185,108.5
2019-07-06_OR_B_L5,m8,2019-07-06_OR_B_L5_m8,2225,10,493,1833,10,,Y,N,,,0.418,183.3
2019-07-06_OR_B_L5,m12,2019-07-06_OR_B_L5_m12,2188,8,519,1704,9,,N,N,,,0.6025,153.36
2019-07-06_OR_B_L5,m16,2019-07-06_OR_B_L5_m16,2024,9,389,1165,8,,N,N,,,0.3615,93.2
2019-07-06_OR_B_L5,m20,2019-07-06_OR_B_L5_m20,1725,8,427,1303,8,,N,N,,,0.2504,104.24
2019-07-06_OR_B_L6,m4,2019-07-06_OR_B_L6_m4,2133,10,446,1345,10,,N,N ,,,0.3314,134.5
2019-07-06_OR_B_L6,m8,2019-07-06_OR_B_L6_m8,1817,8,444,976,9.5,,N,N,,,0.2201,92.72
2019-07-06_OR_B_L6,m12,2019-07-06_OR_B_L6_m12,1849,8,457,1300,9,,N,N,,,0.2867,117
2019-07-06_OR_B_L6,m16,2019-07-06_OR_B_L6_m16,1853,8,522,1098,9.5,,N,N,,,0.2423,104.31
2019-07-06_OR_B_L6,m20,2019-07-06_OR_B_L6_m20,1095,7,341,1103,7.5,,N,N,,,0.1951,82.725
2019-07-04_OR_C_U1,m4,2019-07-04_OR_C_U1_m4,1013,7,234,1005,7,,N,N ,,,0.3079,70.35
2019-07-04_OR_C_U1,m8,2019-07-04_OR_C_U1_m8,1203,11,287,724,11,,Y,N,,,0.2173,79.64
2019-07-04_OR_C_U1,m12,2019-07-04_OR_C_U1_m12,1080,9,176,639,9,,N,N,,,0.1596,57.51
2019-07-04_OR_C_U1,m16,2019-07-04_OR_C_U1_m16,1041,10,235,800,10,,N,N,,,0.2683,80
2019-07-04_OR_C_U1,m20,2019-07-04_OR_C_U1_m20,790,160,8,627,10,,N,N,,,0.1659,62.7
2019-07-04_OR_C_U2,m4,2019-07-04_OR_C_U2_m4,737,7,212,721,9,,N,N ,,,0.17,64.89
2019-07-04_OR_C_U2,m8,2019-07-04_OR_C_U2_m8,1218,10,248,792,10,,N,N,,,0.2261,79.2
2019-07-04_OR_C_U2,m12,2019-07-04_OR_C_U2_m12,1056,9,256,1069,9,,N,N,,,0.4097,96.21
2019-07-04_OR_C_U2,m16,2019-07-04_OR_C_U2_m16,780,10,335,777,9,,N,Y,,,0.2553,69.93
2019-07-04_OR_C_U2,m20,2019-07-04_OR_C_U2_m20,1012,10,345,909,10,,N,Y,,,0.322,90.9
2019-07-05_OR_D_U3,m4,2019-07-05_OR_D_U3_m4,773,9,245,429,9,,N,N ,,,0.123,38.61
2019-07-05_OR_D_U3,m8,2019-07-05_OR_D_U3_m8,1002,7,200,986,7,,N,N,,,0.3201,69.02
2019-07-05_OR_D_U3,m12,2019-07-05_OR_D_U3_m12,847,8,301,837,9,,N,N,,,0.2096,75.33
2019-07-05_OR_D_U3,m16,2019-07-05_OR_D_U3_m16,624,8,270,482,8,,N,Y,,,0.142,38.56
2019-07-05_OR_D_U3,m20,2019-07-05_OR_D_U3_m20,687,7,130,682,8,,N,Y,,,0.2595,54.56
2019-07-04_OR_C_L4,m4,2019-07-04_OR_C_L4_m4,1220,11,366,819,10,,N,Y,,,0.248,81.9
2019-07-04_OR_C_L4,m8,2019-07-04_OR_C_L4_m8,1300,9,384,1304,7,,N,Y,,,0.581,91.28
2019-07-04_OR_C_L4,m12,2019-07-04_OR_C_L4_m12,1373,8,292,1379,8,,N,N ,,,0.46,110.32
2019-07-04_OR_C_L4,m16,2019-07-04_OR_C_L4_m16,1670,8,191,1612,8,,Y,N,,,0.728,128.96
2019-07-04_OR_C_L4,m20,2019-07-04_OR_C_L4_m20,1665,12,180,799,12,,N,N,,,0.2077,95.88
2019-07-04_OR_C_L5,m4,2019-07-04_OR_C_L5_m4,884,6,166,889,6,,N,N,,,0.213,53.34
2019-07-04_OR_C_L5,m8,2019-07-04_OR_C_L5_m8,1791,10,424,1109,10,,N,N,,,0.326,110.9
2019-07-04_OR_C_L5,m12,2019-07-04_OR_C_L5_m12,1746,9,413,1292,10,,N,N,,,0.437,129.2
2019-07-04_OR_C_L5,m16,2019-07-04_OR_C_L5_m16,1320,11,418,983,11,,N,Y,,,0.496,108.13
2019-07-04_OR_C_L5,m20,2019-07-04_OR_C_L5_m20,1550,9,409,1032,9,,N,N,,,0.306,92.88
2019-07-04_OR_C_L6,m4,2019-07-04_OR_C_L6_m4,1419,11,513,1413,11,,N,N ,,,0.579,155.43
2019-07-04_OR_C_L6,m8,2019-07-04_OR_C_L6_m8,1996,11,422,2024,12,,N,N,,,1.55,242.88
2019-07-04_OR_C_L6,m12,2019-07-04_OR_C_L6_m12,746,6,226,734,6,,N,Y,,,0.26,44.04
2019-07-04_OR_C_L6,m16,2019-07-04_OR_C_L6_m16,1800,8,403,1678,9,,N,N,,,0.828,151.02
2019-07-04_OR_C_L6,m20,2019-07-04_OR_C_L6_m20,1211,10,354,479,10,,N,Y,,,0.123,47.9
2019-07-05_OR_D_U1,m4,2019-07-05_OR_D_U1_m4,789,8,295,772,10,,N,Y,,,0.2541,77.2
2019-07-05_OR_D_U1,m8,2019-07-05_OR_D_U1_m8,967,8,248,700,8,,N,N ,,,0.146,56
2019-07-05_OR_D_U1,m12,2019-07-05_OR_D_U1_m12,780,9,240,1045,9,,N,N,,,0.396,94.05
2019-07-05_OR_D_U1,m16,2019-07-05_OR_D_U1_m16,935,8,231,933,9,,N,N,,,0.309,83.97
2019-07-05_OR_D_U1,m20,2019-07-05_OR_D_U1_m20,1258,8,241,773,8,,N,N,,,0.205,61.84
2019-07-05_OR_D_U2,m4,2019-07-05_OR_D_U2_m4,544,6,185,150,6,,N,N ,,,0.018,9
2019-07-05_OR_D_U2,m8,2019-07-05_OR_D_U2_m8,751,7,150,565,7,,N,N,,,0.123,39.55
2019-07-05_OR_D_U2,m12,2019-07-05_OR_D_U2_m12,810,7,252,460,7,,N,Y,,,0.106,32.2
2019-07-05_OR_D_U2,m16,2019-07-05_OR_D_U2_m16,1035,9,280,1020,9,,N,N,,,0.364,91.8
2019-07-05_OR_D_U2,m20,2019-07-05_OR_D_U2_m20,1061,10,181,565,9,,N,N,,,0.127,50.85
2019-07-05_OR_D_U3,m4,2019-07-05_OR_D_U3_m4,1216,9,202,899,9,,N,N ,,,0.429,80.91
2019-07-05_OR_D_U3,m8,2019-07-05_OR_D_U3_m8,1100,9,215,750,8,,N,N,,,0.224,60
2019-07-05_OR_D_U3,m12,2019-07-05_OR_D_U3_m12,749,7,210,740,6,,N,Y,,,0.17,44.4
2019-07-05_OR_D_U3,m16,2019-07-05_OR_D_U3_m16,784,7,170,770,6,,N,N,,,0.205,46.2
2019-07-05_OR_D_U3,m20,2019-07-05_OR_D_U3_m20,1320,9,248,908,9,,N,N,,,0.3,81.72
2019-07-05_OR_D_L4,m4,2019-07-05_OR_D_L4_m4,2060,10,405,1491,10,,N,Y,,,0.584,149.1
2019-07-05_OR_D_L4,m8,2019-07-05_OR_D_L4_m8,900,9,396,895,9,,N,Y,,,0.302,80.55
2019-07-05_OR_D_L4,m12,2019-07-05_OR_D_L4_m12,1356,12,450,1395,11,,N,N ,,,0.708,153.45
2019-07-05_OR_D_L4,m16,2019-07-05_OR_D_L4_m16,998,7,197,997,5,,N,N,,,0.309,49.85
2019-07-05_OR_D_L4,m20,2019-07-05_OR_D_L4_m20,1922,9,274,1872,9,,N,N,,,0.772,168.48
2019-07-05_OR_D_L5,m4,2019-07-05_OR_D_L5_m4,1398,6,265,1383,6,,Y,N ,,,0.415,82.98
2019-07-05_OR_D_L5,m8,2019-07-05_OR_D_L5_m8,1465,9,354,1450,9,,Y,Y,,,0.699,130.5
2019-07-05_OR_D_L5,m12,2019-07-05_OR_D_L5_m12,1683,8,415,927,8,,N,N,,,0.246,74.16
2019-07-05_OR_D_L5,m16,2019-07-05_OR_D_L5_m16,1360,9,220,1049,10,,N,N,,,0.391,104.9
2019-07-05_OR_D_L5,m20,2019-07-05_OR_D_L5_m20,1849,11,370,1681,9,,Y,N,,,0.993,151.29
2019-07-05_OR_D_L6,m4,2019-07-05_OR_D_L6_m4,1631,10,313,1130,10,,N,N ,,,0.436,113
2019-07-05_OR_D_L6,m8,2019-07-05_OR_D_L6_m8,1275,11,411,398,11,,N,N,,,0.117,43.78
2019-07-05_OR_D_L6,m12,2019-07-05_OR_D_L6_m12,694,9,321,724,8,,N,Y,,,0.267,57.92
2019-07-05_OR_D_L6,m16,2019-07-05_OR_D_L6_m16,1731,11,316,531,10,,N,N,,,0.157,53.1
2019-07-05_OR_D_L6,m20,2019-07-05_OR_D_L6_m20,1252,9,280,1079,8,,Y,N,,,0.409,86.32
2019-07-06_OR_E_U1,m4,2019-07-06_OR_E_U1_m4,670,8,86,329,7,,N,Y,,,0.069,23.03
2019-07-06_OR_E_U1,m8,2019-07-06_OR_E_U1_m8,712,8,120,372,8,,N,N ,,,0.096,29.76
2019-07-06_OR_E_U1,m12,2019-07-06_OR_E_U1_m12,812,9,107,548,10,,N,N,,,0.142,54.8
2019-07-06_OR_E_U1,m16,2019-07-06_OR_E_U1_m16,625,10,113,471,10,,N,N,,,0.121,47.1
2019-07-06_OR_E_U1,m20,2019-07-06_OR_E_U1_m20,642,10,163,438,9,,N,N,,,0.111,39.42
2019-07-06_OR_E_U2,m4,2019-07-06_OR_E_U2_m4,603,8,90,542,7,,Y,N,,,0.162,37.94
2019-07-06_OR_E_U2,m8,2019-07-06_OR_E_U2_m8,675,11,210,413,11,,N,N ,,,0.091,45.43
2019-07-06_OR_E_U2,m12,2019-07-06_OR_E_U2_m12,421,7,75,290,6,,N,N,,,0.039,17.4
2019-07-06_OR_E_U2,m16,2019-07-06_OR_E_U2_m16,804,9,140,800,10,,N,Y,,,0.353,80
2019-07-06_OR_E_U2,m20,2019-07-06_OR_E_U2_m20,830,8,95,623,8,,N,N,,,0.163,49.84
2019-07-06_OR_E_U3,m4,2019-07-06_OR_E_U3_m4,524,7,205,617,9,,N,Y,,,0.058,55.53
2019-07-06_OR_E_U3,m8,2019-07-06_OR_E_U3_m8,840,10,235,723,8,,Y,N,,,0.228,57.84
